"cnty_fips","display_name","Value","theme_range"
17165,"""Saline, (IL)""",102.2,"88.5 - 173.8 (642)"
17181,"""Union, (IL)""",71.8,"70.6 - 77.9 (646)"
17189,"""Washington, (IL)""",84.8,"78.0 - 88.4 (638)"
17193,"""White, (IL)""",83.8,"78.0 - 88.4 (638)"
17199,"""Williamson, (IL)""",70.2,"61.9 - 70.5 (645)"
18051,"""Gibson, (IN)""",78.3,"78.0 - 88.4 (638)"
18129,"""Posey, (IN)""",80.1,"78.0 - 88.4 (638)"
18163,"""Vanderburgh, (IN)""",76.4,"70.6 - 77.9 (646)"
18173,"""Warrick, (IN)""",77.5,"70.6 - 77.9 (646)"
21007,"""Ballard, (KY)""",78.7,"78.0 - 88.4 (638)"
21033,"""Caldwell, (KY)""",98.7,"88.5 - 173.8 (642)"
21035,"""Calloway, (KY)""",82.6,"78.0 - 88.4 (638)"
21039,"""Carlisle, (KY)""",83.8,"78.0 - 88.4 (638)"
21047,"""Christian, (KY)""",96.5,"88.5 - 173.8 (642)"
21055,"""Crittenden, (KY)""",97.3,"88.5 - 173.8 (642)"
21075,"""Fulton, (KY)""",97.2,"88.5 - 173.8 (642)"
21083,"""Graves, (KY)""",98.4,"88.5 - 173.8 (642)"
21101,"""Henderson, (KY)""",77.6,"70.6 - 77.9 (646)"
21105,"""Hickman, (KY)""",90.9,"88.5 - 173.8 (642)"
21107,"""Hopkins, (KY)""",106.2,"88.5 - 173.8 (642)"
21139,"""Livingston, (KY)""",85.2,"78.0 - 88.4 (638)"
21143,"""Lyon, (KY)""",91.4,"88.5 - 173.8 (642)"
21145,"""McCracken, (KY)""",76.9,"70.6 - 77.9 (646)"
21149,"""McLean, (KY)""",77.7,"70.6 - 77.9 (646)"
21157,"""Marshall, (KY)""",100.1,"88.5 - 173.8 (642)"
21219,"""Todd, (KY)""",99.7,"88.5 - 173.8 (642)"
21221,"""Trigg, (KY)""",77.9,"70.6 - 77.9 (646)"
21225,"""Union, (KY)""",84.3,"78.0 - 88.4 (638)"
21233,"""Webster, (KY)""",97.7,"88.5 - 173.8 (642)"
22013,"""Bienville, (LA)""",97.3,"88.5 - 173.8 (642)"
22015,"""Bossier, (LA)""",90.2,"88.5 - 173.8 (642)"
22027,"""Claiborne, (LA)""",90.7,"88.5 - 173.8 (642)"
22035,"""East Carroll, (LA)""",105.3,"88.5 - 173.8 (642)"
22041,"""Franklin, (LA)""",65.7,"61.9 - 70.5 (645)"
22049,"""Jackson, (LA)""",81.9,"78.0 - 88.4 (638)"
22061,"""Lincoln, (LA)""",82.9,"78.0 - 88.4 (638)"
22065,"""Madison, (LA)""",84.6,"78.0 - 88.4 (638)"
22067,"""Morehouse, (LA)""",163,"88.5 - 173.8 (642)"
22073,"""Ouachita, (LA)""",84.8,"78.0 - 88.4 (638)"
22083,"""Richland, (LA)""",83.7,"78.0 - 88.4 (638)"
22111,"""Union, (LA)""",99,"88.5 - 173.8 (642)"
22119,"""Webster, (LA)""",116.8,"88.5 - 173.8 (642)"
22123,"""West Carroll, (LA)""",92,"88.5 - 173.8 (642)"
28003,"""Alcorn, (MS)""",102,"88.5 - 173.8 (642)"
28007,"""Attala, (MS)""",112.9,"88.5 - 173.8 (642)"
28009,"""Benton, (MS)""",86.4,"78.0 - 88.4 (638)"
28011,"""Bolivar, (MS)""",114.7,"88.5 - 173.8 (642)"
28013,"""Calhoun, (MS)""",96.5,"88.5 - 173.8 (642)"
28015,"""Carroll, (MS)""",119.2,"88.5 - 173.8 (642)"
28017,"""Chickasaw, (MS)""",103.2,"88.5 - 173.8 (642)"
28019,"""Choctaw, (MS)""",107.3,"88.5 - 173.8 (642)"
28025,"""Clay, (MS)""",106.8,"88.5 - 173.8 (642)"
28027,"""Coahoma, (MS)""",104.8,"88.5 - 173.8 (642)"
28033,"""DeSoto, (MS)""",75,"70.6 - 77.9 (646)"
28043,"""Grenada, (MS)""",120.8,"88.5 - 173.8 (642)"
28049,"""Hinds, (MS)""",125.9,"88.5 - 173.8 (642)"
28051,"""Holmes, (MS)""",123.7,"88.5 - 173.8 (642)"
28053,"""Humphreys, (MS)""",121.8,"88.5 - 173.8 (642)"
28055,"""Issaquena, (MS)""",102.6,"88.5 - 173.8 (642)"
28057,"""Itawamba, (MS)""",107.4,"88.5 - 173.8 (642)"
28069,"""Kemper, (MS)""",101.6,"88.5 - 173.8 (642)"
28071,"""Lafayette, (MS)""",87.6,"78.0 - 88.4 (638)"
28075,"""Lauderdale, (MS)""",112.6,"88.5 - 173.8 (642)"
28079,"""Leake, (MS)""",110.6,"88.5 - 173.8 (642)"
28081,"""Lee, (MS)""",118.8,"88.5 - 173.8 (642)"
28083,"""Leflore, (MS)""",128.4,"88.5 - 173.8 (642)"
28087,"""Lowndes, (MS)""",102.2,"88.5 - 173.8 (642)"
28089,"""Madison, (MS)""",125.5,"88.5 - 173.8 (642)"
28093,"""Marshall, (MS)""",85.5,"78.0 - 88.4 (638)"
28095,"""Monroe, (MS)""",107.8,"88.5 - 173.8 (642)"
28097,"""Montgomery, (MS)""",107.8,"88.5 - 173.8 (642)"
28099,"""Neshoba, (MS)""",101.8,"88.5 - 173.8 (642)"
28101,"""Newton, (MS)""",99.1,"88.5 - 173.8 (642)"
28103,"""Noxubee, (MS)""",98.3,"88.5 - 173.8 (642)"
28105,"""Oktibbeha, (MS)""",104.9,"88.5 - 173.8 (642)"
28107,"""Panola, (MS)""",92.7,"88.5 - 173.8 (642)"
28115,"""Pontotoc, (MS)""",100,"88.5 - 173.8 (642)"
28117,"""Prentiss, (MS)""",109.4,"88.5 - 173.8 (642)"
28119,"""Quitman, (MS)""",95.1,"88.5 - 173.8 (642)"
28121,"""Rankin, (MS)""",72.2,"70.6 - 77.9 (646)"
28123,"""Scott, (MS)""",80.7,"78.0 - 88.4 (638)"
28125,"""Sharkey, (MS)""",94.8,"88.5 - 173.8 (642)"
28133,"""Sunflower, (MS)""",124.3,"88.5 - 173.8 (642)"
28135,"""Tallahatchie, (MS)""",104.7,"88.5 - 173.8 (642)"
28137,"""Tate, (MS)""",77.7,"70.6 - 77.9 (646)"
28139,"""Tippah, (MS)""",103.9,"88.5 - 173.8 (642)"
28141,"""Tishomingo, (MS)""",96,"88.5 - 173.8 (642)"
28143,"""Tunica, (MS)""",78.5,"78.0 - 88.4 (638)"
28145,"""Union, (MS)""",101.8,"88.5 - 173.8 (642)"
28149,"""Warren, (MS)""",114.9,"88.5 - 173.8 (642)"
28151,"""Washington, (MS)""",102.1,"88.5 - 173.8 (642)"
28155,"""Webster, (MS)""",106.2,"88.5 - 173.8 (642)"
28159,"""Winston, (MS)""",101.7,"88.5 - 173.8 (642)"
28161,"""Yalobusha, (MS)""",95.5,"88.5 - 173.8 (642)"
28163,"""Yazoo, (MS)""",119.6,"88.5 - 173.8 (642)"
29015,"""Benton, (MO)""",82.2,"78.0 - 88.4 (638)"
29017,"""Bollinger, (MO)""",81,"78.0 - 88.4 (638)"
29023,"""Butler, (MO)""",90.2,"88.5 - 173.8 (642)"
29029,"""Camden, (MO)""",59.5,"0.0 - 61.8 (645)"
29031,"""Cape Girardeau, (MO)""",76.2,"70.6 - 77.9 (646)"
29035,"""Carter, (MO)""",86.7,"78.0 - 88.4 (638)"
29043,"""Christian, (MO)""",66.4,"61.9 - 70.5 (645)"
29055,"""Crawford, (MO)""",72.6,"70.6 - 77.9 (646)"
29059,"""Dallas, (MO)""",67,"61.9 - 70.5 (645)"
29065,"""Dent, (MO)""",80,"78.0 - 88.4 (638)"
29067,"""Douglas, (MO)""",77.7,"70.6 - 77.9 (646)"
29069,"""Dunklin, (MO)""",87.6,"78.0 - 88.4 (638)"
29077,"""Greene, (MO)""",62.3,"61.9 - 70.5 (645)"
29085,"""Hickory, (MO)""",73.7,"70.6 - 77.9 (646)"
29091,"""Howell, (MO)""",85.4,"78.0 - 88.4 (638)"
29093,"""Iron, (MO)""",74.1,"70.6 - 77.9 (646)"
29099,"""Jefferson, (MO)""",80.3,"78.0 - 88.4 (638)"
29105,"""Laclede, (MO)""",78.7,"78.0 - 88.4 (638)"
29123,"""Madison, (MO)""",77.9,"70.6 - 77.9 (646)"
29125,"""Maries, (MO)""",73.9,"70.6 - 77.9 (646)"
29131,"""Miller, (MO)""",60.2,"0.0 - 61.8 (645)"
29133,"""Mississippi, (MO)""",94.9,"88.5 - 173.8 (642)"
29143,"""New Madrid, (MO)""",95.3,"88.5 - 173.8 (642)"
29149,"""Oregon, (MO)""",86.7,"78.0 - 88.4 (638)"
29153,"""Ozark, (MO)""",83.4,"78.0 - 88.4 (638)"
29155,"""Pemiscot, (MO)""",92.1,"88.5 - 173.8 (642)"
29157,"""Perry, (MO)""",75.3,"70.6 - 77.9 (646)"
29161,"""Phelps, (MO)""",74.7,"70.6 - 77.9 (646)"
29167,"""Polk, (MO)""",74.9,"70.6 - 77.9 (646)"
29169,"""Pulaski, (MO)""",68.8,"61.9 - 70.5 (645)"
29179,"""Reynolds, (MO)""",89.8,"88.5 - 173.8 (642)"
29181,"""Ripley, (MO)""",91,"88.5 - 173.8 (642)"
29186,"""Ste. Genevieve, (MO)""",76.8,"70.6 - 77.9 (646)"
29187,"""St. Francois, (MO)""",77.9,"70.6 - 77.9 (646)"
29201,"""Scott, (MO)""",86.6,"78.0 - 88.4 (638)"
29203,"""Shannon, (MO)""",87.1,"78.0 - 88.4 (638)"
29207,"""Stoddard, (MO)""",87.6,"78.0 - 88.4 (638)"
29209,"""Stone, (MO)""",72.3,"70.6 - 77.9 (646)"
29213,"""Taney, (MO)""",70.4,"61.9 - 70.5 (645)"
29215,"""Texas, (MO)""",84.4,"78.0 - 88.4 (638)"
29221,"""Washington, (MO)""",73.4,"70.6 - 77.9 (646)"
29223,"""Wayne, (MO)""",87,"78.0 - 88.4 (638)"
29225,"""Webster, (MO)""",71.2,"70.6 - 77.9 (646)"
29229,"""Wright, (MO)""",86.6,"78.0 - 88.4 (638)"
47005,"""Benton, (TN)""",98,"88.5 - 173.8 (642)"
47017,"""Carroll, (TN)""",95.2,"88.5 - 173.8 (642)"
47023,"""Chester, (TN)""",91.4,"88.5 - 173.8 (642)"
47033,"""Crockett, (TN)""",88.5,"88.5 - 173.8 (642)"
47039,"""Decatur, (TN)""",95.3,"88.5 - 173.8 (642)"
47043,"""Dickson, (TN)""",96.1,"88.5 - 173.8 (642)"
47045,"""Dyer, (TN)""",86.1,"78.0 - 88.4 (638)"
47047,"""Fayette, (TN)""",92.2,"88.5 - 173.8 (642)"
47053,"""Gibson, (TN)""",90.1,"88.5 - 173.8 (642)"
47069,"""Hardeman, (TN)""",93.6,"88.5 - 173.8 (642)"
47071,"""Hardin, (TN)""",94,"88.5 - 173.8 (642)"
47075,"""Haywood, (TN)""",88.2,"78.0 - 88.4 (638)"
47077,"""Henderson, (TN)""",92.9,"88.5 - 173.8 (642)"
47079,"""Henry, (TN)""",95,"88.5 - 173.8 (642)"
47081,"""Hickman, (TN)""",92,"88.5 - 173.8 (642)"
47083,"""Houston, (TN)""",96.3,"88.5 - 173.8 (642)"
47085,"""Humphreys, (TN)""",84.1,"78.0 - 88.4 (638)"
47095,"""Lake, (TN)""",89,"88.5 - 173.8 (642)"
47097,"""Lauderdale, (TN)""",83.5,"78.0 - 88.4 (638)"
47099,"""Lawrence, (TN)""",97.6,"88.5 - 173.8 (642)"
47101,"""Lewis, (TN)""",86.3,"78.0 - 88.4 (638)"
47109,"""McNairy, (TN)""",96.2,"88.5 - 173.8 (642)"
47113,"""Madison, (TN)""",93.1,"88.5 - 173.8 (642)"
47125,"""Montgomery, (TN)""",102.5,"88.5 - 173.8 (642)"
47131,"""Obion, (TN)""",87,"78.0 - 88.4 (638)"
47135,"""Perry, (TN)""",99.5,"88.5 - 173.8 (642)"
47157,"""Shelby, (TN)""",97.6,"88.5 - 173.8 (642)"
47161,"""Stewart, (TN)""",93.5,"88.5 - 173.8 (642)"
47167,"""Tipton, (TN)""",95,"88.5 - 173.8 (642)"
47181,"""Wayne, (TN)""",84.3,"78.0 - 88.4 (638)"
47183,"""Weakley, (TN)""",95.6,"88.5 - 173.8 (642)"
17001,"""Adams, (IL)""",77.8,"70.6 - 77.9 (646)"
17005,"""Bond, (IL)""",85.1,"78.0 - 88.4 (638)"
17007,"""Boone, (IL)""",67.6,"61.9 - 70.5 (645)"
17009,"""Brown, (IL)""",88.6,"88.5 - 173.8 (642)"
17011,"""Bureau, (IL)""",73.2,"70.6 - 77.9 (646)"
17013,"""Calhoun, (IL)""",61.2,"0.0 - 61.8 (645)"
17015,"""Carroll, (IL)""",68.6,"61.9 - 70.5 (645)"
17017,"""Cass, (IL)""",67.2,"61.9 - 70.5 (645)"
17019,"""Champaign, (IL)""",49.6,"0.0 - 61.8 (645)"
17021,"""Christian, (IL)""",63.3,"61.9 - 70.5 (645)"
17023,"""Clark, (IL)""",78.6,"78.0 - 88.4 (638)"
17025,"""Clay, (IL)""",76.3,"70.6 - 77.9 (646)"
17027,"""Clinton, (IL)""",85.3,"78.0 - 88.4 (638)"
17029,"""Coles, (IL)""",74.4,"70.6 - 77.9 (646)"
17031,"""Cook, (IL)""",79.4,"78.0 - 88.4 (638)"
17033,"""Crawford, (IL)""",79.7,"78.0 - 88.4 (638)"
17035,"""Cumberland, (IL)""",80.2,"78.0 - 88.4 (638)"
17037,"""DeKalb, (IL)""",72.7,"70.6 - 77.9 (646)"
17039,"""De Witt, (IL)""",78.9,"78.0 - 88.4 (638)"
17041,"""Douglas, (IL)""",60.3,"0.0 - 61.8 (645)"
17043,"""DuPage, (IL)""",69.9,"61.9 - 70.5 (645)"
17045,"""Edgar, (IL)""",65.3,"61.9 - 70.5 (645)"
17047,"""Edwards, (IL)""",76.1,"70.6 - 77.9 (646)"
17049,"""Effingham, (IL)""",73.7,"70.6 - 77.9 (646)"
17051,"""Fayette, (IL)""",75.6,"70.6 - 77.9 (646)"
17053,"""Ford, (IL)""",70.8,"70.6 - 77.9 (646)"
17057,"""Fulton, (IL)""",72.7,"70.6 - 77.9 (646)"
17061,"""Greene, (IL)""",72.7,"70.6 - 77.9 (646)"
17063,"""Grundy, (IL)""",73.3,"70.6 - 77.9 (646)"
17067,"""Hancock, (IL)""",81.8,"78.0 - 88.4 (638)"
17071,"""Henderson, (IL)""",80.9,"78.0 - 88.4 (638)"
17073,"""Henry, (IL)""",67.2,"61.9 - 70.5 (645)"
17075,"""Iroquois, (IL)""",83.8,"78.0 - 88.4 (638)"
17079,"""Jasper, (IL)""",79,"78.0 - 88.4 (638)"
17083,"""Jersey, (IL)""",76.1,"70.6 - 77.9 (646)"
17085,"""Jo Daviess, (IL)""",66.1,"61.9 - 70.5 (645)"
17089,"""Kane, (IL)""",74.5,"70.6 - 77.9 (646)"
17091,"""Kankakee, (IL)""",77,"70.6 - 77.9 (646)"
17093,"""Kendall, (IL)""",70.6,"70.6 - 77.9 (646)"
17095,"""Knox, (IL)""",74.7,"70.6 - 77.9 (646)"
17097,"""Lake, (IL)""",57.2,"0.0 - 61.8 (645)"
17099,"""LaSalle, (IL)""",75.5,"70.6 - 77.9 (646)"
17101,"""Lawrence, (IL)""",77.3,"70.6 - 77.9 (646)"
17103,"""Lee, (IL)""",75.7,"70.6 - 77.9 (646)"
17105,"""Livingston, (IL)""",83.9,"78.0 - 88.4 (638)"
17107,"""Logan, (IL)""",67.8,"61.9 - 70.5 (645)"
17109,"""McDonough, (IL)""",90.6,"88.5 - 173.8 (642)"
17111,"""McHenry, (IL)""",67.4,"61.9 - 70.5 (645)"
17113,"""McLean, (IL)""",52.8,"0.0 - 61.8 (645)"
17115,"""Macon, (IL)""",77.1,"70.6 - 77.9 (646)"
17117,"""Macoupin, (IL)""",81.2,"78.0 - 88.4 (638)"
17119,"""Madison, (IL)""",96.9,"88.5 - 173.8 (642)"
17121,"""Marion, (IL)""",75.6,"70.6 - 77.9 (646)"
17123,"""Marshall, (IL)""",78.4,"78.0 - 88.4 (638)"
17125,"""Mason, (IL)""",70.9,"70.6 - 77.9 (646)"
17129,"""Menard, (IL)""",66.9,"61.9 - 70.5 (645)"
17131,"""Mercer, (IL)""",67.7,"61.9 - 70.5 (645)"
17135,"""Montgomery, (IL)""",77.4,"70.6 - 77.9 (646)"
17137,"""Morgan, (IL)""",69.4,"61.9 - 70.5 (645)"
17139,"""Moultrie, (IL)""",74.6,"70.6 - 77.9 (646)"
17141,"""Ogle, (IL)""",73.6,"70.6 - 77.9 (646)"
17143,"""Peoria, (IL)""",75.2,"70.6 - 77.9 (646)"
17147,"""Piatt, (IL)""",59.1,"0.0 - 61.8 (645)"
17149,"""Pike, (IL)""",79.4,"78.0 - 88.4 (638)"
17155,"""Putnam, (IL)""",79.9,"78.0 - 88.4 (638)"
17159,"""Richland, (IL)""",72.4,"70.6 - 77.9 (646)"
17161,"""Rock Island, (IL)""",67.1,"61.9 - 70.5 (645)"
17163,"""St. Clair, (IL)""",89.4,"88.5 - 173.8 (642)"
17167,"""Sangamon, (IL)""",67.9,"61.9 - 70.5 (645)"
17169,"""Schuyler, (IL)""",90.6,"88.5 - 173.8 (642)"
17171,"""Scott, (IL)""",67.7,"61.9 - 70.5 (645)"
17173,"""Shelby, (IL)""",72.6,"70.6 - 77.9 (646)"
17175,"""Stark, (IL)""",75.6,"70.6 - 77.9 (646)"
17177,"""Stephenson, (IL)""",72.5,"70.6 - 77.9 (646)"
17179,"""Tazewell, (IL)""",62.6,"61.9 - 70.5 (645)"
17183,"""Vermilion, (IL)""",78.4,"78.0 - 88.4 (638)"
17185,"""Wabash, (IL)""",81,"78.0 - 88.4 (638)"
17187,"""Warren, (IL)""",80.9,"78.0 - 88.4 (638)"
17191,"""Wayne, (IL)""",81.5,"78.0 - 88.4 (638)"
17195,"""Whiteside, (IL)""",68,"61.9 - 70.5 (645)"
17197,"""Will, (IL)""",75.9,"70.6 - 77.9 (646)"
17201,"""Winnebago, (IL)""",72.9,"70.6 - 77.9 (646)"
17203,"""Woodford, (IL)""",74.4,"70.6 - 77.9 (646)"
18007,"""Benton, (IN)""",76.8,"70.6 - 77.9 (646)"
18045,"""Fountain, (IN)""",76.4,"70.6 - 77.9 (646)"
18083,"""Knox, (IN)""",78.8,"78.0 - 88.4 (638)"
18089,"""Lake, (IN)""",77.8,"70.6 - 77.9 (646)"
18111,"""Newton, (IN)""",77.8,"70.6 - 77.9 (646)"
18121,"""Parke, (IN)""",76.2,"70.6 - 77.9 (646)"
18125,"""Pike, (IN)""",78.2,"78.0 - 88.4 (638)"
18153,"""Sullivan, (IN)""",80.9,"78.0 - 88.4 (638)"
18165,"""Vermillion, (IN)""",85.6,"78.0 - 88.4 (638)"
18167,"""Vigo, (IN)""",81,"78.0 - 88.4 (638)"
18171,"""Warren, (IN)""",80.7,"78.0 - 88.4 (638)"
19005,"""Allamakee, (IA)""",65.4,"61.9 - 70.5 (645)"
19007,"""Appanoose, (IA)""",77.4,"70.6 - 77.9 (646)"
19011,"""Benton, (IA)""",43.1,"0.0 - 61.8 (645)"
19013,"""Black Hawk, (IA)""",63.9,"61.9 - 70.5 (645)"
19017,"""Bremer, (IA)""",67.8,"61.9 - 70.5 (645)"
19019,"""Buchanan, (IA)""",58.8,"0.0 - 61.8 (645)"
19023,"""Butler, (IA)""",63.4,"61.9 - 70.5 (645)"
19031,"""Cedar, (IA)""",64.9,"61.9 - 70.5 (645)"
19033,"""Cerro Gordo, (IA)""",59,"0.0 - 61.8 (645)"
19037,"""Chickasaw, (IA)""",73.1,"70.6 - 77.9 (646)"
19043,"""Clayton, (IA)""",62.5,"61.9 - 70.5 (645)"
19045,"""Clinton, (IA)""",67.3,"61.9 - 70.5 (645)"
19051,"""Davis, (IA)""",73.1,"70.6 - 77.9 (646)"
19055,"""Delaware, (IA)""",51.3,"0.0 - 61.8 (645)"
19057,"""Des Moines, (IA)""",75.9,"70.6 - 77.9 (646)"
19061,"""Dubuque, (IA)""",67.6,"61.9 - 70.5 (645)"
19065,"""Fayette, (IA)""",64.1,"61.9 - 70.5 (645)"
19067,"""Floyd, (IA)""",64.8,"61.9 - 70.5 (645)"
19069,"""Franklin, (IA)""",65.1,"61.9 - 70.5 (645)"
19075,"""Grundy, (IA)""",68.4,"61.9 - 70.5 (645)"
19083,"""Hardin, (IA)""",65.3,"61.9 - 70.5 (645)"
19087,"""Henry, (IA)""",73.7,"70.6 - 77.9 (646)"
19089,"""Howard, (IA)""",70.4,"61.9 - 70.5 (645)"
19095,"""Iowa, (IA)""",47.8,"0.0 - 61.8 (645)"
19097,"""Jackson, (IA)""",66.2,"61.9 - 70.5 (645)"
19099,"""Jasper, (IA)""",63.5,"61.9 - 70.5 (645)"
19101,"""Jefferson, (IA)""",71.8,"70.6 - 77.9 (646)"
19103,"""Johnson, (IA)""",46.1,"0.0 - 61.8 (645)"
19105,"""Jones, (IA)""",49.7,"0.0 - 61.8 (645)"
19107,"""Keokuk, (IA)""",67.1,"61.9 - 70.5 (645)"
19111,"""Lee, (IA)""",76.3,"70.6 - 77.9 (646)"
19113,"""Linn, (IA)""",46.7,"0.0 - 61.8 (645)"
19115,"""Louisa, (IA)""",62.8,"61.9 - 70.5 (645)"
19117,"""Lucas, (IA)""",77.3,"70.6 - 77.9 (646)"
19123,"""Mahaska, (IA)""",71.1,"70.6 - 77.9 (646)"
19125,"""Marion, (IA)""",65.4,"61.9 - 70.5 (645)"
19127,"""Marshall, (IA)""",65.3,"61.9 - 70.5 (645)"
19131,"""Mitchell, (IA)""",63.1,"61.9 - 70.5 (645)"
19135,"""Monroe, (IA)""",75.2,"70.6 - 77.9 (646)"
19139,"""Muscatine, (IA)""",60.6,"0.0 - 61.8 (645)"
19153,"""Polk, (IA)""",61.4,"0.0 - 61.8 (645)"
19157,"""Poweshiek, (IA)""",60.1,"0.0 - 61.8 (645)"
19163,"""Scott, (IA)""",68.2,"61.9 - 70.5 (645)"
19169,"""Story, (IA)""",56.9,"0.0 - 61.8 (645)"
19171,"""Tama, (IA)""",61.3,"0.0 - 61.8 (645)"
19177,"""Van Buren, (IA)""",75.2,"70.6 - 77.9 (646)"
19179,"""Wapello, (IA)""",74.9,"70.6 - 77.9 (646)"
19181,"""Warren, (IA)""",64.2,"61.9 - 70.5 (645)"
19183,"""Washington, (IA)""",59.8,"0.0 - 61.8 (645)"
19185,"""Wayne, (IA)""",82.7,"78.0 - 88.4 (638)"
19191,"""Winneshiek, (IA)""",64.9,"61.9 - 70.5 (645)"
19195,"""Worth, (IA)""",60.2,"0.0 - 61.8 (645)"
27039,"""Dodge, (MN)""",60.2,"0.0 - 61.8 (645)"
27045,"""Fillmore, (MN)""",59.4,"0.0 - 61.8 (645)"
27047,"""Freeborn, (MN)""",66,"61.9 - 70.5 (645)"
27049,"""Goodhue, (MN)""",59.8,"0.0 - 61.8 (645)"
27055,"""Houston, (MN)""",69.2,"61.9 - 70.5 (645)"
27099,"""Mower, (MN)""",61.6,"0.0 - 61.8 (645)"
27109,"""Olmsted, (MN)""",56.5,"0.0 - 61.8 (645)"
27131,"""Rice, (MN)""",62.7,"61.9 - 70.5 (645)"
27147,"""Steele, (MN)""",67.2,"61.9 - 70.5 (645)"
27157,"""Wabasha, (MN)""",54.9,"0.0 - 61.8 (645)"
27161,"""Waseca, (MN)""",67.8,"61.9 - 70.5 (645)"
27169,"""Winona, (MN)""",60.9,"0.0 - 61.8 (645)"
29001,"""Adair, (MO)""",80.7,"78.0 - 88.4 (638)"
29007,"""Audrain, (MO)""",80.2,"78.0 - 88.4 (638)"
29019,"""Boone, (MO)""",77.9,"70.6 - 77.9 (646)"
29027,"""Callaway, (MO)""",72.8,"70.6 - 77.9 (646)"
29033,"""Carroll, (MO)""",66.6,"61.9 - 70.5 (645)"
29041,"""Chariton, (MO)""",76.9,"70.6 - 77.9 (646)"
29045,"""Clark, (MO)""",84.1,"78.0 - 88.4 (638)"
29051,"""Cole, (MO)""",68,"61.9 - 70.5 (645)"
29053,"""Cooper, (MO)""",78,"78.0 - 88.4 (638)"
29071,"""Franklin, (MO)""",71.4,"70.6 - 77.9 (646)"
29073,"""Gasconade, (MO)""",69.3,"61.9 - 70.5 (645)"
29079,"""Grundy, (MO)""",77.8,"70.6 - 77.9 (646)"
29089,"""Howard, (MO)""",80,"78.0 - 88.4 (638)"
29103,"""Knox, (MO)""",89,"88.5 - 173.8 (642)"
29111,"""Lewis, (MO)""",83,"78.0 - 88.4 (638)"
29113,"""Lincoln, (MO)""",65.2,"61.9 - 70.5 (645)"
29115,"""Linn, (MO)""",71.4,"70.6 - 77.9 (646)"
29117,"""Livingston, (MO)""",73.8,"70.6 - 77.9 (646)"
29121,"""Macon, (MO)""",78.7,"78.0 - 88.4 (638)"
29127,"""Marion, (MO)""",84.4,"78.0 - 88.4 (638)"
29129,"""Mercer, (MO)""",79.9,"78.0 - 88.4 (638)"
29135,"""Moniteau, (MO)""",71,"70.6 - 77.9 (646)"
29137,"""Monroe, (MO)""",85,"78.0 - 88.4 (638)"
29139,"""Montgomery, (MO)""",73.3,"70.6 - 77.9 (646)"
29141,"""Morgan, (MO)""",67.7,"61.9 - 70.5 (645)"
29151,"""Osage, (MO)""",67.1,"61.9 - 70.5 (645)"
29159,"""Pettis, (MO)""",74.9,"70.6 - 77.9 (646)"
29163,"""Pike, (MO)""",76.2,"70.6 - 77.9 (646)"
29171,"""Putnam, (MO)""",81.5,"78.0 - 88.4 (638)"
29173,"""Ralls, (MO)""",84.6,"78.0 - 88.4 (638)"
29175,"""Randolph, (MO)""",81.7,"78.0 - 88.4 (638)"
29183,"""St. Charles, (MO)""",59.2,"0.0 - 61.8 (645)"
29189,"""St. Louis County, (MO)""",83.2,"78.0 - 88.4 (638)"
29195,"""Saline, (MO)""",73.1,"70.6 - 77.9 (646)"
29197,"""Schuyler, (MO)""",79.5,"78.0 - 88.4 (638)"
29199,"""Scotland, (MO)""",74.9,"70.6 - 77.9 (646)"
29205,"""Shelby, (MO)""",92.3,"88.5 - 173.8 (642)"
29211,"""Sullivan, (MO)""",78.8,"78.0 - 88.4 (638)"
29219,"""Warren, (MO)""",62.7,"61.9 - 70.5 (645)"
29510,"""St. Louis City, (MO)""",91.8,"88.5 - 173.8 (642)"
55001,"""Adams, (WI)""",59.3,"0.0 - 61.8 (645)"
55009,"""Brown, (WI)""",57.2,"0.0 - 61.8 (645)"
55011,"""Buffalo, (WI)""",66,"61.9 - 70.5 (645)"
55015,"""Calumet, (WI)""",67.5,"61.9 - 70.5 (645)"
55021,"""Columbia, (WI)""",62.8,"61.9 - 70.5 (645)"
55023,"""Crawford, (WI)""",59.7,"0.0 - 61.8 (645)"
55025,"""Dane, (WI)""",53.3,"0.0 - 61.8 (645)"
55027,"""Dodge, (WI)""",62.8,"61.9 - 70.5 (645)"
55039,"""Fond du Lac, (WI)""",67.9,"61.9 - 70.5 (645)"
55043,"""Grant, (WI)""",65.2,"61.9 - 70.5 (645)"
55045,"""Green, (WI)""",67.7,"61.9 - 70.5 (645)"
55047,"""Green Lake, (WI)""",64.4,"61.9 - 70.5 (645)"
55049,"""Iowa, (WI)""",73.1,"70.6 - 77.9 (646)"
55053,"""Jackson, (WI)""",68.7,"61.9 - 70.5 (645)"
55055,"""Jefferson, (WI)""",63.9,"61.9 - 70.5 (645)"
55057,"""Juneau, (WI)""",65.8,"61.9 - 70.5 (645)"
55059,"""Kenosha, (WI)""",78.5,"78.0 - 88.4 (638)"
55061,"""Kewaunee, (WI)""",56.3,"0.0 - 61.8 (645)"
55063,"""La Crosse, (WI)""",67.9,"61.9 - 70.5 (645)"
55065,"""Lafayette, (WI)""",66.8,"61.9 - 70.5 (645)"
55071,"""Manitowoc, (WI)""",69,"61.9 - 70.5 (645)"
55077,"""Marquette, (WI)""",58.3,"0.0 - 61.8 (645)"
